age,annual_income,is_salaried,investment_80c,investment_80d,home_loan_interest,education_loan_interest,donations_80g,other_deductions,standard_deduction,taxable_old,tax_old,taxable_new,tax_new,best_regime
48,487104,1,48617,7238,11375,1795,0,3209,50000,364870,0.0,475729,0.0,old
39,51437,1,1957,785,5166,152,78,473,50000,0,0.0,46271,0.0,old
49,118052,1,4963,1252,10757,177,0,722,50000,50181,0.0,107295,0.0,old
39,264153,0,24331,3619,11252,914,67,1979,0,221991,0.0,252901,0.0,old
46,3618642,0,150000,12932,193320,8137,10099,15746,0,3228408,812263.3,3425322,746300.46,new
56,133214,0,11393,1256,5021,392,290,457,0,114405,0.0,128193,0.0,old
68,273836,1,17805,2983,15152,267,61,0,50000,187568,0.0,258684,0.0,old
68,413808,1,34035,1916,40069,148,31,3430,50000,284179,0.0,373739,0.0,old
28,917198,1,60891,6659,55506,1270,3102,532,50000,739238,62761.5,861692,37615.97,new
26,895965,1,66065,10228,71942,2005,0,5906,50000,689819,52482.35,824023,33698.39,new
27,3141444,1,150000,36629,41284,8733,0,0,50000,2854798,695696.98,3100160,644849.92,new
51,889522,1,34818,441,80357,1425,0,4350,50000,718131,58371.25,809165,32153.16,new
33,281415,1,22448,1402,22853,384,239,1934,50000,182155,0.0,258562,0.0,old
34,146425,1,7176,1430,10650,67,504,1232,50000,75366,0.0,135775,0.0,old
29,867204,1,89351,12881,31864,395,3454,6541,50000,672718,48925.34,835340,34875.36,new
45,2651947,1,115184,34891,64197,3581,4006,11826,50000,2368262,543897.74,2587750,484978.0,new
54,3534733,1,150000,20055,232533,6733,6082,4129,50000,3097734,771493.01,3334733,718036.7,new
38,782088,1,46028,827,26037,627,2987,4353,50000,651229,44455.63,756051,26629.3,new
27,236891,0,11893,3240,10658,536,809,1993,0,207762,0.0,226233,0.0,old
20,794997,1,46536,9639,64547,571,1044,1992,50000,620668,38098.94,730450,23966.8,new
65,997237,0,40918,11910,100029,2995,1311,1972,0,838102,83325.22,897208,41309.63,new
62,1385687,1,72175,10183,54980,2121,4262,6249,50000,1185717,174943.7,1330707,110387.06,new
49,246849,0,9764,4584,7049,107,452,667,0,224226,0.0,239800,0.0,old
38,518182,0,36630,5315,38923,1798,77,4459,0,430980,0.0,479259,0.0,old
24,571810,0,15349,0,33088,1282,2265,1346,0,518480,16843.84,538722,0.0,new
19,3315808,1,150000,50000,185073,5917,14301,21337,50000,2839180,690824.16,3130735,654389.32,new
44,173981,0,7344,0,4952,494,417,767,0,160007,0.0,169029,0.0,old
20,65263,1,4739,880,4599,168,153,167,50000,4557,0.0,60664,0.0,old
43,750542,1,69228,961,21957,2362,1332,4971,50000,599731,33744.05,728585,23772.84,new
64,913319,0,79251,14251,69765,979,2785,6781,0,739507,62817.46,843554,35729.62,new
25,111039,1,6748,1351,11704,166,325,145,50000,40600,0.0,99335,0.0,old
68,746951,1,17367,1294,0,1689,641,1052,50000,674908,49380.86,746951,25682.9,new
42,800610,1,101084,5189,66580,1848,1161,9879,50000,564869,26492.75,734030,24339.12,new
60,574322,1,19954,3460,44419,1997,1183,4021,50000,449288,0.0,529903,0.0,old
49,879649,1,57914,8484,83790,0,2760,7861,50000,668840,48118.72,795859,30769.34,new
53,4456019,1,150000,50000,79533,10898,16241,34571,50000,4064776,1073210.11,4376486,1043063.63,new
62,3946063,1,150000,34374,252213,3293,20445,10271,50000,3477680,890036.16,3746063,846371.66,new
57,932703,1,77257,13686,2556,2528,0,2368,50000,784308,72136.06,930147,44735.29,new
61,264932,0,17675,2899,2615,641,556,1803,0,238743,0.0,262317,0.0,old
30,839476,1,14350,3751,73487,2836,463,2206,50000,692383,53015.66,765989,27662.86,new
25,749952,0,38591,4042,6308,945,1296,0,0,698770,54344.16,743644,25338.98,new
36,942417,1,47561,10762,56593,2787,2360,7522,50000,764832,68085.06,885824,40125.7,new
24,293250,1,12727,3593,20046,221,1583,596,50000,204484,0.0,273204,0.0,old
20,308932,0,24324,4975,11175,413,1711,2350,0,263984,0.0,297757,0.0,old
61,639512,0,31298,6979,54257,920,1976,4213,0,539869,21292.75,585255,0.0,new
39,85399,0,1034,301,4291,136,139,331,0,79167,0.0,81108,0.0,old
30,227318,1,14189,505,11284,848,395,935,50000,149162,0.0,216034,0.0,old
41,4597230,1,120844,27023,337281,10623,3967,26589,50000,4158184,1102353.41,4397230,1049535.76,new
39,649730,1,23896,6751,42537,838,558,4593,50000,520557,17275.86,607193,0.0,new
33,406420,0,26385,4687,0,916,1118,2481,0,370833,0.0,406420,0.0,old
27,660173,1,48903,1010,58120,506,70,1456,50000,500108,13022.46,602053,0.0,new
52,797565,0,50093,10536,20660,1259,1937,812,0,712268,57151.74,776905,28798.12,new
32,1534915,0,150000,6741,106114,3534,5188,5298,0,1258040,197508.48,1428801,130790.61,new
65,732396,1,0,4438,12728,1332,965,2367,50000,660566,46397.73,719668,22845.47,new
61,3976060,1,150000,27088,368424,11871,12051,31830,50000,3493220,894884.64,3776060,855730.72,new
34,1161898,1,50216,14903,85665,1748,4905,3942,50000,950519,106707.95,1076233,63892.35,new
36,259701,0,12536,831,24924,498,454,740,0,219718,0.0,234777,0.0,old
65,321219,1,16036,5088,0,500,806,2278,50000,246511,0.0,321219,0.0,old
31,249248,1,10249,491,16328,329,0,1782,50000,170069,0.0,232920,0.0,old
41,659770,0,66830,9747,39512,1607,2969,1502,0,537603,20821.42,620258,0.0,new
53,63960,1,3834,588,1779,130,32,249,50000,7348,0.0,62181,0.0,old
46,2750856,1,110090,28164,153676,4009,15399,4159,50000,2385359,549232.01,2597180,487920.16,new
60,139565,1,5372,1288,4872,338,310,757,50000,76628,0.0,134693,0.0,old
27,1365032,0,119563,722,68570,4777,2431,8057,0,1160912,167204.54,1296462,103264.1,new
49,3978068,1,148249,50000,241496,1132,9015,13065,50000,3506607,899061.38,3778068,856357.22,new
33,869921,1,97787,3594,61482,1857,0,3907,50000,651294,44469.15,808439,32077.66,new
57,3387313,0,113368,16952,173903,4277,2501,14618,0,3061694,760248.53,3213410,680183.92,new
67,289590,1,25388,3463,19591,530,1045,0,50000,189573,0.0,269999,0.0,old
28,694611,0,27631,5679,27607,962,2265,2834,0,627633,39547.66,667004,0.0,new
52,247167,1,14874,2197,18421,625,915,1306,50000,158829,0.0,228746,0.0,old
38,3594065,1,0,50000,245279,4763,767,2475,50000,3286060,830250.72,3394065,736548.28,new
32,640704,1,47561,6871,62962,839,663,2432,50000,469376,0.0,577742,0.0,old
52,198296,1,6227,1822,936,48,555,677,50000,138031,0.0,197360,0.0,old
57,753964,1,51005,7479,6925,1573,2550,4204,50000,630228,40087.42,747039,25692.06,new
18,98672,1,6945,904,7168,236,70,477,50000,32872,0.0,91504,0.0,old
61,155030,0,5683,817,11691,334,191,1053,0,135261,0.0,143339,0.0,old
57,716580,1,56131,5150,15197,1319,1432,5278,50000,582073,30071.18,701383,20943.83,new
40,250740,0,9974,3366,17575,350,876,1347,0,217252,0.0,233165,0.0,old
31,991047,1,83966,9294,64430,2878,1862,0,50000,778617,70952.34,926617,44368.17,new
65,3982478,1,150000,24194,140211,12317,3057,18078,50000,3584621,923401.75,3842267,876387.3,new
58,420282,1,37750,0,30526,931,0,2304,50000,298771,0.0,389756,0.0,old
47,802983,1,69243,2692,71168,1721,1451,8064,50000,598644,33517.95,731815,24108.76,new
30,386726,1,28735,4102,24230,389,322,1079,50000,277869,0.0,362496,0.0,old
37,123079,0,10634,1014,8150,475,472,584,0,101750,0.0,114929,0.0,old
35,220335,1,17764,5082,5773,607,470,1169,50000,139470,0.0,214562,0.0,old
48,821291,0,34046,7979,7904,2509,1392,0,0,767461,68631.89,813387,32592.25,new
33,778135,0,30195,11738,47547,2058,2028,2794,0,681775,50809.2,730588,23981.15,new
31,135109,1,14092,2504,6829,120,308,797,50000,60459,0.0,128280,0.0,old
69,802403,1,60010,5645,46973,314,2152,5621,50000,631688,40391.1,755430,26564.72,new
67,278887,1,16160,1395,5175,653,678,842,50000,203984,0.0,273712,0.0,old
58,809394,0,19864,3323,49052,1722,322,985,0,734126,61698.21,760342,27075.57,new
40,991614,1,64686,6272,86789,2450,1242,6518,50000,773657,69920.66,904825,42101.8,new
42,497781,1,56307,2371,51348,2048,863,1250,50000,333594,0.0,446433,0.0,old
24,559954,1,34905,9117,27888,1017,1319,2810,50000,432898,0.0,532066,0.0,old
38,3954406,0,150000,50000,186669,11261,4823,34392,0,3517261,902385.43,3767737,853133.94,new
39,438856,1,29703,5453,15958,1026,1578,1941,50000,333197,0.0,422898,0.0,old
37,473577,0,51606,7119,46174,1166,850,4701,0,361961,0.0,427403,0.0,old
68,758932,0,50098,12515,25234,1611,0,3038,0,666436,47618.69,733698,24304.59,new
45,1788325,0,22444,19285,0,4839,3986,15016,0,1722755,342499.56,1788325,235557.4,new
46,158371,1,12849,1597,8537,307,0,1092,50000,83989,0.0,149834,0.0,old
64,765742,1,48096,14402,34647,1005,488,8537,50000,608567,35581.94,731095,24033.88,new
35,437033,1,1079,5946,21429,391,115,4670,50000,353403,0.0,415604,0.0,old
35,106926,1,6265,952,6642,360,76,176,50000,42455,0.0,100284,0.0,old
26,81094,0,8358,1054,4909,211,162,870,0,65530,0.0,76185,0.0,old
22,3253811,1,150000,45602,167592,8992,13210,5623,50000,2812792,682591.1,3086219,640500.33,new
28,406325,0,0,3109,27293,54,723,1176,0,373970,0.0,379032,0.0,old
38,527107,1,15808,6355,26060,872,745,3682,50000,423585,0.0,501047,0.0,old
26,3505637,1,135353,27718,215437,3139,17996,10549,50000,3060882,759995.18,3305637,708958.74,new
20,187898,0,8045,1328,11064,319,616,1414,0,165112,0.0,176834,0.0,old
18,4100597,1,150000,35419,258327,11385,6831,4052,50000,3642910,941587.92,3900597,894586.26,new
69,53324,0,767,573,248,102,152,279,0,51203,0.0,53076,0.0,old
65,122446,1,5683,1585,5328,344,74,750,50000,58682,0.0,117118,0.0,old
52,555422,1,29579,7684,37150,1099,0,680,50000,429230,0.0,518272,0.0,old
51,760620,1,64685,9784,18588,1674,3176,7223,50000,605490,34941.92,742032,25171.33,new
55,61880,1,3638,252,2622,186,82,393,50000,4707,0.0,59258,0.0,old
65,165238,0,10735,962,6838,194,387,1318,0,144804,0.0,158400,0.0,old
36,397067,1,27066,2687,38235,0,761,5200,50000,273118,0.0,358832,0.0,old
22,190068,0,17483,1927,21667,432,0,1328,0,147231,0.0,168401,0.0,old
45,888044,1,54797,12221,0,1323,1972,801,50000,766930,68521.44,888044,40356.58,new
43,85787,0,4198,1691,270,134,309,676,0,78509,0.0,85517,0.0,old
45,279640,1,10022,1922,14873,460,1056,1093,50000,200214,0.0,264767,0.0,old
64,4944488,1,150000,30007,289708,10540,5814,50000,50000,4448127,1192815.62,4744488,1157880.26,new
37,248177,0,22352,189,0,793,836,265,0,223742,0.0,248177,0.0,old
42,696130,1,42494,7189,25022,356,3774,4866,50000,562429,25985.23,671108,0.0,new
36,960827,1,35023,7383,36714,2270,4665,6681,50000,818091,79162.93,924113,44107.75,new
58,405165,0,2379,3308,31825,398,1024,1018,0,365213,0.0,373340,0.0,old
42,3929291,1,150000,46988,312411,9946,15049,11479,50000,3445829,880098.65,3729291,841138.79,new
39,205446,1,11186,2654,10133,520,392,1594,50000,128967,0.0,195313,0.0,old
49,101801,1,3964,642,9478,354,194,615,50000,36554,0.0,92323,0.0,old
23,560405,1,33164,6710,37079,774,1530,3061,50000,428087,0.0,523326,0.0,old
31,3166936,1,150000,26025,15436,7214,10594,12002,50000,2895665,708447.48,3151500,660868.0,new
50,3251650,1,150000,47170,149573,2169,479,16994,50000,2835265,689602.68,3102077,645448.02,new
65,782792,1,59131,9751,32227,749,585,5634,50000,624715,38940.72,750565,26058.76,new
47,220847,1,13520,72,14377,527,1110,1012,50000,140229,0.0,206470,0.0,old
40,739341,0,68576,8675,14758,1214,2365,434,0,643319,42810.35,724583,23356.63,new
26,212300,1,24098,1584,6125,341,708,1152,50000,128292,0.0,206175,0.0,old
47,2120725,1,123143,6915,32850,6829,2463,3295,50000,1895230,396311.76,2087875,329017.0,new
69,359703,1,16879,4761,19467,564,1120,2025,50000,264887,0.0,340236,0.0,old
20,70771,1,5354,642,2754,15,154,86,50000,11766,0.0,68017,0.0,old
33,187641,0,9373,2948,3106,202,417,1297,0,170298,0.0,184535,0.0,old
19,173029,1,3435,1054,10976,568,13,1294,50000,105689,0.0,162053,0.0,old
51,894722,0,64268,12861,6904,1651,0,333,0,808705,77210.64,887818,40333.07,new
38,230146,1,2725,427,16516,437,683,883,50000,158475,0.0,213630,0.0,old
40,289002,1,8935,2092,21438,939,642,1912,50000,203044,0.0,267564,0.0,old
63,257954,1,20399,881,19141,348,342,895,50000,165948,0.0,238813,0.0,old
22,3455960,1,150000,36058,46963,10624,12452,27097,50000,3122766,779302.99,3408997,741207.06,new
48,408446,1,28354,1930,14808,561,1105,2192,50000,309496,0.0,393638,0.0,old
59,954921,1,3390,11061,0,2040,2682,6204,50000,879544,91945.15,954921,47311.78,new
41,709571,1,30354,7167,0,1771,598,481,50000,619200,37793.6,709571,21795.38,new
68,217628,0,7941,2214,19022,582,610,21,0,187238,0.0,198606,0.0,old
43,1996914,0,130180,30791,76970,3372,3708,14856,0,1737037,346955.54,1919944,276622.53,new
25,3563069,0,150000,50000,234326,9765,13979,7634,0,3131691,782087.59,3363069,726877.53,new
35,297567,1,17478,2407,0,504,210,1504,50000,225464,0.0,297567,0.0,old
36,203909,0,3783,635,12089,91,409,109,0,186793,0.0,191820,0.0,old
51,185856,1,10103,1635,5474,501,657,3,50000,117483,0.0,180382,0.0,old
61,766194,1,82670,12483,53512,1678,2948,3739,50000,559164,25306.11,712682,22118.93,new
31,2379089,0,150000,17456,22093,6717,7185,21397,0,2154241,477123.19,2356996,412982.75,new
61,4267281,1,0,50000,223921,8986,7553,13435,50000,3937307,1033439.78,4067281,946591.67,new
40,504124,1,68629,6388,22100,609,1772,4029,50000,350597,0.0,482024,0.0,old
47,848203,1,37014,2773,62526,1694,2490,5390,50000,686316,51753.73,785677,29710.41,new
26,756627,1,0,12512,47008,1311,1747,3397,50000,640652,42255.62,709619,21800.38,new
47,257709,0,20761,2501,14404,570,503,958,0,218012,0.0,243305,0.0,old
23,59101,0,4652,1129,2885,126,0,184,0,50125,0.0,56216,0.0,old
55,122135,1,9304,728,7757,206,165,268,50000,53707,0.0,114378,0.0,old
42,82301,1,5127,811,2808,255,177,437,50000,22686,0.0,79493,0.0,old
29,387805,1,21102,7058,0,1074,1374,4079,50000,303118,0.0,387805,0.0,old
46,936465,1,56136,11016,64224,3778,2228,2655,50000,746428,64257.02,872241,38713.06,new
68,863398,1,61570,919,78350,362,1284,6200,50000,664713,47260.3,785048,29644.99,new
46,250464,0,7738,657,1316,407,630,672,0,239044,0.0,249148,0.0,old
21,855294,1,60385,6023,40385,559,2477,4442,50000,691023,52732.78,814909,32750.54,new
43,3679202,0,150000,28567,378653,5512,9689,4875,0,3280559,828534.41,3479202,763111.02,new
31,162673,1,18125,3194,5672,543,188,677,50000,84274,0.0,157001,0.0,old
25,129376,1,8771,2098,6628,254,729,739,50000,60157,0.0,122748,0.0,old
18,400878,0,39742,5210,35851,1140,1941,1919,0,315075,0.0,365027,0.0,old
54,277795,0,21694,3898,19866,45,1054,1926,0,229312,0.0,257929,0.0,old
32,904229,1,23600,8048,63596,1407,1354,1739,50000,754485,65932.88,840633,35425.83,new
19,2275207,1,150000,18170,109216,4059,6557,20041,50000,1917164,403155.17,2165991,353389.19,new
23,485528,1,22648,8772,22807,1289,1049,738,50000,378225,0.0,462721,0.0,old
52,4800133,1,150000,35327,245002,3758,7229,41030,50000,4312789,1150590.17,4600133,1112841.5,new
47,726050,1,38789,7590,35151,1588,0,3713,50000,589219,31557.55,690899,0.0,new
52,185416,1,14114,615,1106,148,453,1174,50000,117806,0.0,184310,0.0,old
26,751411,1,46237,5747,64197,1635,1960,3759,50000,577876,29198.21,687214,0.0,new
62,929695,0,64713,15346,36853,1243,2886,6088,0,802566,75933.73,892842,40855.57,new
42,3770383,1,150000,30798,279391,7600,12514,18636,50000,3300835,834860.52,3570383,791559.5,new
51,2387880,1,150000,50000,197056,5548,6423,10017,50000,1918836,403676.83,2190824,361137.09,new
55,581633,1,30394,2199,21908,1351,873,0,50000,474908,0.0,559725,0.0,old
63,575918,1,58950,3913,69327,0,2130,6590,50000,385008,0.0,506591,0.0,old
50,537088,0,18591,6416,6740,858,861,4080,0,499542,0.0,530348,0.0,old
21,926490,1,77488,3886,23367,1309,4582,4541,50000,761317,67353.94,903123,41924.79,new
48,629559,1,33273,6175,30775,1370,587,2050,50000,505329,14108.43,598784,0.0,new
69,4411563,1,150000,29181,208025,9426,11930,6517,50000,3954509,1038806.81,4211563,991607.66,new
21,104784,1,2471,1635,3809,277,80,512,50000,46000,0.0,100975,0.0,old
19,379006,0,23115,4371,22826,911,0,282,0,327501,0.0,356180,0.0,old
55,4373405,1,3281,32970,246506,14782,12024,15741,50000,4044607,1066917.38,4173405,979702.36,new
64,262496,0,22655,3388,11061,44,0,2904,0,222444,0.0,251435,0.0,old
66,195592,1,11309,3152,10301,573,371,157,50000,119729,0.0,185291,0.0,old
59,638514,1,47054,10454,18392,1122,2430,2541,50000,506521,14356.37,620122,0.0,new
64,176908,1,13788,1815,6409,621,305,1342,50000,102628,0.0,170499,0.0,old
33,513777,1,43721,1634,8799,1019,60,5228,50000,403316,0.0,504978,0.0,old
43,174148,1,14716,2722,6523,428,516,451,50000,98792,0.0,167625,0.0,old
19,139757,0,11974,1405,5291,270,349,811,0,119657,0.0,134466,0.0,old
50,247318,0,15390,583,17510,513,193,165,0,212964,0.0,229808,0.0,old
21,52251,1,5750,644,330,197,65,270,50000,0,0.0,51921,0.0,old
61,284100,0,2912,1622,22141,251,812,959,0,255403,0.0,261959,0.0,old
24,286174,0,10306,3237,9742,278,914,1258,0,260439,0.0,276432,0.0,old
61,280716,1,17988,4191,3948,690,246,1214,50000,202439,0.0,276768,0.0,old
60,985591,1,48265,9122,45143,3324,2652,3249,50000,823836,80357.89,940448,45806.59,new
24,3489690,1,150000,15362,71206,6709,9022,30764,50000,3156627,789867.62,3418484,744167.01,new
30,394348,0,28900,5692,28112,1486,868,2834,0,326456,0.0,366236,0.0,old
37,731651,0,31628,10818,74727,1672,3081,3579,0,606146,35078.37,656924,0.0,new
66,1221933,1,59672,15629,82883,842,2583,4980,50000,1005344,118667.33,1139050,73691.8,new
33,118662,1,8533,1335,0,193,41,608,50000,57952,0.0,118662,0.0,old
40,188407,1,16248,1776,9305,303,280,0,50000,110495,0.0,179102,0.0,old
21,125461,0,3182,1971,7749,234,245,464,0,111616,0.0,117712,0.0,old
47,825326,1,61452,6576,44294,1928,0,1812,50000,659264,46126.91,781032,29227.33,new
60,2015434,0,150000,37843,126244,4099,6834,7954,0,1682460,329927.52,1889190,267027.28,new
39,913559,1,67852,12466,38422,3380,2246,8313,50000,730880,61023.04,875137,39014.25,new
67,501292,1,30283,7040,41796,1928,735,719,50000,368791,0.0,459496,0.0,old
45,976951,1,66736,8257,2011,1532,2637,7120,50000,838658,83440.86,974940,49393.76,new
24,459590,1,44309,4899,26552,802,1663,3888,50000,327477,0.0,433038,0.0,old
22,646830,1,33653,9788,54281,433,422,5199,50000,493054,0.0,592549,0.0,old
65,156962,0,14461,1117,16784,405,470,524,0,123201,0.0,140178,0.0,old
61,3084232,1,24225,11699,321792,6802,7346,17258,50000,2766902,668273.42,2884232,577480.38,new
42,131904,0,3562,1350,13231,146,64,1492,0,112059,0.0,118673,0.0,old
67,817086,1,52063,3928,35228,1915,1497,10459,50000,661996,46695.17,781858,29313.23,new
60,165389,1,5103,2069,0,519,685,570,50000,106443,0.0,165389,0.0,old
53,88057,1,7913,540,295,153,83,0,50000,29073,0.0,87762,0.0,old
48,633322,0,30326,7311,31842,1000,1401,4526,0,556916,24838.53,601480,0.0,new
31,672839,1,0,8931,20331,123,974,4719,50000,587761,31254.29,652508,0.0,new
37,51510,0,4746,643,3835,92,208,276,0,41710,0.0,47675,0.0,old
46,187318,1,17242,2035,4633,504,703,437,50000,111764,0.0,182685,0.0,old
44,583338,1,48623,4332,23506,993,786,4010,50000,451088,0.0,559832,0.0,old
20,425729,1,29515,6375,6034,397,568,331,50000,332509,0.0,419695,0.0,old
42,272412,1,14306,185,0,505,380,1784,50000,205252,0.0,272412,0.0,old
34,195279,0,8641,2261,12688,388,432,1211,0,169658,0.0,182591,0.0,old
67,610269,1,38854,6999,31834,704,635,5630,50000,475613,0.0,578435,0.0,old
66,996759,1,88909,3484,71029,2255,3173,8721,50000,769188,68991.1,925730,44275.92,new
63,136199,1,13202,2778,11363,249,273,526,50000,57808,0.0,124836,0.0,old
48,952261,1,55329,13867,0,2255,310,4298,50000,826202,80850.02,952261,47035.14,new
53,54963,1,2187,658,1282,97,0,485,50000,254,0.0,53681,0.0,old
48,175336,0,7881,1577,12993,393,600,0,0,151892,0.0,162343,0.0,old
63,2379717,1,150000,11321,83693,6709,4884,5801,50000,2067309,450000.41,2296024,393959.49,new
26,187866,0,11695,2309,1839,426,235,841,0,170521,0.0,186027,0.0,old
44,3721201,1,150000,50000,113151,4675,3664,35255,50000,3314456,839110.27,3608050,803311.6,new
39,582908,1,14345,5770,49382,1535,1349,5219,50000,455308,0.0,533526,0.0,old
58,248660,1,16675,2270,23269,346,772,2580,50000,152748,0.0,225391,0.0,old
53,271051,0,13196,3755,17589,906,927,2290,0,232388,0.0,253462,0.0,old
32,124184,1,10997,397,3212,294,344,342,50000,58598,0.0,120972,0.0,old
63,3899671,1,150000,27795,303689,3755,5406,21665,50000,3441050,878607.6,3699671,831897.35,new
69,96532,1,7375,1319,5834,150,334,345,50000,31175,0.0,90698,0.0,old
20,235454,1,15726,2527,17286,287,266,0,50000,149362,0.0,218168,0.0,old
22,260644,1,22694,3636,14529,231,543,2092,50000,166919,0.0,246115,0.0,old
66,274621,0,19080,5214,33859,379,41,1758,0,214290,0.0,240762,0.0,old
54,860142,0,12480,6858,86716,985,2793,418,0,749892,64977.54,773426,28436.3,new
32,799614,1,86421,3996,7403,2410,97,2175,50000,647112,43599.3,792211,30389.94,new
48,238536,1,24065,2260,11010,351,0,1606,50000,149244,0.0,227526,0.0,old
45,232236,1,14661,1999,4251,736,0,2186,50000,158403,0.0,227985,0.0,old
57,453436,1,21411,5788,13390,184,556,0,50000,362107,0.0,440046,0.0,old
20,3399387,1,150000,50000,297269,12605,10866,36570,50000,2889346,706475.95,3199387,675808.74,new
63,1494534,0,77967,9706,121427,1856,3246,6607,0,1273725,202402.2,1373107,119206.26,new
34,118096,0,5383,1452,4838,219,0,1168,0,105036,0.0,113258,0.0,old
51,143023,0,5516,540,12270,279,63,471,0,123884,0.0,130753,0.0,old
