scheme_id,scheme_name,scope,state,age_min,age_max,annual_income_min,annual_income_max,allowed_genders,allowed_castes,allowed_employments,disability_allowed,education_levels,notes,
C092,Deendayal Antyodaya Yojana - National Rural Livelihoods Mission,central,Any,18,Any,Any,Any,Female,Any,Un-employed,Any,Any,DAY-NRLM is the flagship program of MoRD for promoting poverty reduction through building strong institutions for the poor/ particularly women/ and enabling these institutions to access a range of financial services and livelihoods. States are enabled to formulate their poverty reduction plans.,
C093,Design Scheme Under MSME Innovative Scheme,central,Any,Any,Any,Any,Any,Any,Any,Self-employed,Any,Any,Design scheme will help MSMEs to avail advice on all aspects of design. It helps MSMEs realize and achieve their design-related objectives. This specialist advice will be provided by experienced designers for new product development as well as enhancing existing product portfolio.,
C094,Development Support for Coffee in Traditional Areas/ Non-Traditional Area and North Eastern Region : Farmers Producer Organizations (FPOs),central,Any,Any,Any,Any,Any,Any,Any,Farmer,Any,Any,To provide broad-based supportive ecosystem to facilitate development of vibrant/ socially and economically sustainable coffee communities.,
C095,Development Support for Coffee in Traditional Areas: Eco-certification of Coffee,central,Any,Any,Any,Any,Any,Any,Any,Farmer,Any,Any,The scheme encourages coffee growers to access high-value speciality markets through the production of eco-certified coffees to realize higher returns by adhering to a set of standards that help in the communication of the various conditions surrounding the production of coffee.,
C096,Development Support for Coffee in Traditional Areas: Replantation,central,Any,Any,Any,Any,Any,Any,Any,Farmer,Any,Any,The objective of the scheme "Development Support for Coffee in Traditional Areas: Replantation" is to improve the production and productivity of coffee plantations by encouraging replantation of old/senile and unproductive plantations with high-yielding/ disease-tolerant coffee varieties.,
C097,Development Support for Coffee in Traditional Areas: Support to Small Growers' Collectives/ SHGs/ Cooperatives for Coffee Marketing,central,Any,Any,Any,Any,Any,Any,Any,Farmer,Any,Any,The objective of the scheme is to extend support to small and tiny growers/ incentivizing them to form collectives/ Self Help Groups/ Cooperatives/ thus encouraging them to take up marketing of coffee produced on a community-based approach through suitable financial incentives.,
C098,Development Support for Coffee in Traditional Areas: Water Augmentation,central,Any,Any,Any,Any,Any,Any,Any,Farmer,Any,Any,The scheme "Development Support for Coffee in Traditional Areas: Water Augmentation" by the Coffee Board/ Department of Commerce/ aims to improve the production and productivity of coffee plantations by encouraging water augmentation in traditional areas.,
C099,Digital India Internship Scheme,central,Any,Any,Any,Any,Any,Any,Any,Student,Any,Graduate,An opportunity for a student to secure practical work experience under the guidance of a qualified and experienced Supervisor/Mentor in Ministry of Electronics and Information Technology (MeitY) in the form of Digital India Internship Scheme.,
C100,Disha - Early Intervention and School Readiness Scheme,central,Any,0,10,Any,Any,Any,Any,Any,Yes,Any,This scheme aims at setting up Disha Centres for early intervention for Person with Disability (PwD) in 0-10 years of age covered under the National Trust Act/ through therapies/ trainings and providing support to family members.,
C101,Domestic Funding Of Foreign Training,central,Any,Any,Any,Any,Any,Any,Any,Government-employed,Any,Any,The scheme "Domestic Funding of Foreign Training (DFFT)" is a scheme introduced by the Department of Personnel and Training/ Government of India in the year 2001-02 with an objective to upgrade the knowledge & skills of Government officers.,
C102,Dr Ambedkar Central Sector Scheme of Interest Subsidy on Educational Loans for Overseas Studies for OBCs and EBCs,central,Any,Any,Any,0,800000,Any,OBC/SC/ST,Student,Any,Postgraduate,The scheme provides interest subsidy to the students belonging to the OBCs and EBCs on the interest payable for the period of the moratorium for the Education Loans for overseas studies to pursue approved courses of studies abroad at Masters/ M.Phil. and PhD level.,
C103,Dr. Ambedakar Centrally Sponsored Scheme of Post-Matric Scholarships for the Economically Backward Class (EBC) Students,central,Any,Any,Any,0,250000,Any,OBC/SC/ST,Student,Any,Secondary,The objective of the scheme is to provide financial assistance to the Economically Backward Class (EBC) students studying at the post-matriculation or post-secondary stage to enable them to complete their education. These scholarships shall be available for studies in India only.,
C104,Dr. Ambedkar Foundation Essay Competition Scheme for Class 10th-12th & Colleges/Universities/Institutions Students in 22 Indian Languages and English,central,Any,Any,Any,Any,Any,Any,Any,Student,Any,Any,The scheme aims to encourage school/ college & university students of 10th and 12th standards to write on the contribution of Babasaheb/ particularly on his thoughts on social justice/ empowerment of the depressed section/ removal of caste-based discriminations/ national integration/ etc.,
C105,Dr. D.S. Kothari Post Doctoral Fellowships In Sciences,central,Any,Any,35,Any,Any,Any,Any,Student,Any,Postgraduate,Dr. D.S. Kothari Post Doctoral Fellowships in Sciences was introduced by the UGC. In addition to the existing RA/PDF positions provided by various funding agencies/ a need was felt for a PDF scheme running in a flexible mode/ with fast track/ online handling/ and decision-making.,
C106,Dr. D.S. Kothari Research Grant For Newly Recruited Faculty Members,central,Any,Any,35,Any,Any,Any,Any,Government-employed,Any,Postgraduate,The scheme "Dr. D.S. Kothari Research Grant for Newly Recruited Faculty Members" is a research grant scheme by the University Grants Commission (UGC)/ Department of Higher Education (DoHE). The purpose of the research grant is to provide opportunities to regularly appointed faculty members.,
C107,Dr. S. Radhakrishnan UGC Post-Doctoral Fellowship,central,Any,Any,35,Any,Any,Any,Any,Student,Any,Postgraduate,The scheme "Dr. S. Radhakrishnan UGC Post-Doctoral Fellowship" is a fellowship scheme by the University Grants Commission (UGC)/ Department of Higher Education (DoHE). Post-doctoral research is an important enabling step in grooming young researchers for launching an academic/research career.,
C108,E-YUVA Scheme: BIRAC’s E-YUVA Fellows (for under graduate students),central,Any,Any,25,Any,Any,Any,Any,Student,Any,Graduate,BIRAC’s E-YUVA Fellows shall apply as a team and pursue their research work at their College/University labs and will also be allowed access to facilities at EYC and EYC Knowledge Partners as and when required.,
C109,E-YUVA Scheme: BIRAC’s Innovation Fellows (for post graduates and above),central,Any,18,35,Any,Any,Any,Any,Student,Any,Postgraduate,BIRAC’s Innovation fellows shall apply as an individual and are required to work full time at EYC. BIRAC’s Innovation Fellows are expected to initiate biotech startups. Hence/ only proposals with potential to commercialize innovative products and technologies will be considered for support.,
C110,E-YUVA Scheme: E-YUVA Centers,central,Any,Any,Any,Any,Any,Any,Any,Any,Any,Any,E-YUVA Centers are housed within the University/Institute set-up. It acts as an anchor and extends requisite support and mentoring to students. Each EYC has a BIRAC-supported pre-incubation space which offers infrastructure and equipment for basic research and experimentation by selected students.,
C111,Education Loan Scheme,central,Any,Any,Any,Any,Any,Any,Any,Student,Any,Any,A scheme named Education Loan Scheme by National Scheduled Castes Finance and Development Corporation (NSFDC) under the M/o Social Justice and Empowerment provides loans to students from Scheduled Castes who are pursuing full-time professional or technical courses in recognized institutions.,
C112,Education Loan Scheme (NSFDC),central,Any,Any,Any,0,300000,Any,Any,Student,Any,Graduate,The scheme implemented by the National Scheduled Castes Finance & Development Corporation/ Ministry of Social Justice & Empowerment/ Govt. of India. Under this Scheme/ loan is provided for pursuing full-time Professional/Technical courses in recognized institutions as one time assistance.,
C113,Emeritus Fellowship,central,Any,Any,70,Any,Any,Any,Any,Retired,Any,Postgraduate,A fellowship scheme by University Grants Commission to provide an opportunity to superannuated teachers to pursue active research in their respective field of specialization in Indian Universities/Colleges/ Institutions.,
C114,Employees' Pension Scheme,central,Any,60,Any,Any,Any,Any,Any,Private-employed,Any,Any,The scheme ensures retirement security for employees covered under the EPF Act/ offering monthly pensions/ family pensions/ and withdrawal benefits. It targets workers in organised sectors/ providing financial support post-retirement/ during disability/ or to dependents after the member’s death.,
C115,Entrepreneurship and Skill Development Programme,central,Any,18,Any,Any,Any,Any,Any,Self-employed,Any,Secondary,The O/o DC-MSME under "Development of MSMEs" vertical has launched the "Entrepreneurship and Skill Development Programme (ESDP)". The Programme is being organized regularly to nurture the talent of youth by enlightening them on various aspects of industrial/business activity required for setting up,
C116,Establishment of Entrepreneur for Breed Development in Small Ruminant Sector (Sheep and Goat Farming),central,Any,Any,Any,Any,Any,Any,Any,Self-employed,Any,Any,The scheme for the "Establishment of Entrepreneurs for Breed Development in the Small Ruminant Sector (Sheep and Goat Farming)" falls under the Sub-mission on Breed Development of Livestock and Poultry. The Entrepreneurs / Eligible Entities can establish sheep and goat breeding unit.,
C117,Establishment of Regional Semen Production Laboratory and Semen Bank for sheep and goat,central,Any,Any,Any,Any,Any,Any,Any,Self-employed,Any,Any,Under the Establishment of Regional Semen Production Laboratory and Semen Bank for Sheep and Goat Scheme/ the Central Government will provide assistance for the establishment of frozen semen production laboratories for goats and liquid semen production laboratories for sheep at the regional level.,
C118,Export Promotion Capital Goods Scheme,central,Any,Any,Any,Any,Any,Any,Any,Self-employed,Any,Any,The objective of the EPCG Scheme is to facilitate import of capital goods for producing quality goods and services and enhance India’s manufacturing competitiveness. EPCG scheme allows import of capital goods for pre-production/ production and post-production at zero customs duty.,
C119,Export Promotion Council Membership Reimbursement Scheme for Scheduled Caste/Scheduled Tribe,central,Any,Any,Any,Any,Any,Any,Any,Self-employed,Any,Any,Export Promotion Council Membership Reimbursement Scheme provides  reimbursement to an SC/ST Micro & small enterprises(MSEs)/ on annual membership subscription fee / one-time subscription charges/entry fee charged by various Export Promotion Councils (EPC).,
